state	receive		action		state/(nontermainalID,subID):
229	)		1	equality-expression	2
229	*		1	equality-expression	2
229	*=		1	equality-expression	2
229	+		1	equality-expression	2
229	++		1	equality-expression	2
229	+=		1	equality-expression	2
229	,		1	equality-expression	2
229	-		1	equality-expression	2
229	--		1	equality-expression	2
229	-=		1	equality-expression	2
229	->		1	equality-expression	2
229	/		1	equality-expression	2
229	/=		1	equality-expression	2
229	:		1	equality-expression	2
229	;		1	equality-expression	2
229	<		0	175
229	<<		1	equality-expression	2
229	<<=		1	equality-expression	2
229	<=		0	176
229	=		1	equality-expression	2
229	==		1	equality-expression	2
229	>		0	177
229	>=		0	178
229	>>		1	equality-expression	2
229	>>=		1	equality-expression	2
229	?		1	equality-expression	2
229	[		1	equality-expression	2
229	]		1	equality-expression	2
229	^		1	equality-expression	2
229	^=		1	equality-expression	2
229	_KULV_END_		1	equality-expression	2
229	auto		1	equality-expression	2
229	break		1	equality-expression	2
229	case		1	equality-expression	2
229	char		1	equality-expression	2
229	character-constant		1	equality-expression	2
229	const		1	equality-expression	2
229	continue		1	equality-expression	2
229	default		1	equality-expression	2
229	do		1	equality-expression	2
229	double		1	equality-expression	2
229	else		1	equality-expression	2
229	enumeration-constant		1	equality-expression	2
229	extern		1	equality-expression	2
229	float		1	equality-expression	2
229	floating-constant		1	equality-expression	2
229	for		1	equality-expression	2
229	goto		1	equality-expression	2
229	identifier		1	equality-expression	2
229	if		1	equality-expression	2
229	int		1	equality-expression	2
229	integer-constant		1	equality-expression	2
229	long		1	equality-expression	2
229	register		1	equality-expression	2
229	return		1	equality-expression	2
229	short		1	equality-expression	2
229	signed		1	equality-expression	2
229	sizeof		1	equality-expression	2
229	static		1	equality-expression	2
229	string-constant		1	equality-expression	2
229	switch		1	equality-expression	2
229	typedef		1	equality-expression	2
229	unsigned		1	equality-expression	2
229	void		1	equality-expression	2
229	volatile		1	equality-expression	2
229	while		1	equality-expression	2
229	{		1	equality-expression	2
229	|		1	equality-expression	2
229	|=		1	equality-expression	2
229	||		1	equality-expression	2
229	}		1	equality-expression	2
229	~		1	equality-expression	2
293	(		1	direct-abstract-declarator	3
293	)		1	direct-abstract-declarator	3
293	,		1	direct-abstract-declarator	3
293	[		1	direct-abstract-declarator	3
14	(		1	external-declaration	0
14	*		1	external-declaration	0
14	_KULV_END_		1	external-declaration	0
14	auto		1	external-declaration	0
14	char		1	external-declaration	0
14	const		1	external-declaration	0
14	double		1	external-declaration	0
14	extern		1	external-declaration	0
14	float		1	external-declaration	0
14	identifier		1	external-declaration	0
14	int		1	external-declaration	0
14	long		1	external-declaration	0
14	register		1	external-declaration	0
14	short		1	external-declaration	0
14	signed		1	external-declaration	0
14	static		1	external-declaration	0
14	typedef		1	external-declaration	0
14	unsigned		1	external-declaration	0
14	void		1	external-declaration	0
14	volatile		1	external-declaration	0
78	!		1	statement	2
78	%=		1	statement	2
78	&		1	statement	2
78	&=		1	statement	2
78	(		1	statement	2
78	)		1	statement	2
78	*		1	statement	2
78	*=		1	statement	2
78	+		1	statement	2
78	++		1	statement	2
78	+=		1	statement	2
78	,		1	statement	2
78	-		1	statement	2
78	--		1	statement	2
78	-=		1	statement	2
78	/=		1	statement	2
78	;		1	statement	2
78	<<=		1	statement	2
78	=		1	statement	2
78	>>=		1	statement	2
78	^=		1	statement	2
78	_KULV_END_		1	statement	2
78	auto		1	statement	2
78	break		1	statement	2
78	case		1	statement	2
78	char		1	statement	2
78	character-constant		1	statement	2
78	const		1	statement	2
78	continue		1	statement	2
78	default		1	statement	2
78	do		1	statement	2
78	double		1	statement	2
78	else		1	statement	2
78	enumeration-constant		1	statement	2
78	extern		1	statement	2
78	float		1	statement	2
78	floating-constant		1	statement	2
78	for		1	statement	2
78	goto		1	statement	2
78	identifier		1	statement	2
78	if		1	statement	2
78	int		1	statement	2
78	integer-constant		1	statement	2
78	long		1	statement	2
78	register		1	statement	2
78	return		1	statement	2
78	short		1	statement	2
78	signed		1	statement	2
78	sizeof		1	statement	2
78	static		1	statement	2
78	string-constant		1	statement	2
78	switch		1	statement	2
78	typedef		1	statement	2
78	unsigned		1	statement	2
78	void		1	statement	2
78	volatile		1	statement	2
78	while		1	statement	2
78	{		1	statement	2
78	|=		1	statement	2
78	}		1	statement	2
78	~		1	statement	2
142	!		1	unary-expression	1
142	!=		1	unary-expression	1
142	%		1	unary-expression	1
142	%=		1	unary-expression	1
142	&		1	unary-expression	1
142	&&		1	unary-expression	1
142	&=		1	unary-expression	1
142	(		1	unary-expression	1
142	)		1	unary-expression	1
142	*		1	unary-expression	1
142	*=		1	unary-expression	1
142	+		1	unary-expression	1
142	++		1	unary-expression	1
142	+=		1	unary-expression	1
142	,		1	unary-expression	1
142	-		1	unary-expression	1
142	--		1	unary-expression	1
142	-=		1	unary-expression	1
142	->		1	unary-expression	1
142	/		1	unary-expression	1
142	/=		1	unary-expression	1
142	:		1	unary-expression	1
142	;		1	unary-expression	1
142	<		1	unary-expression	1
142	<<		1	unary-expression	1
142	<<=		1	unary-expression	1
142	<=		1	unary-expression	1
142	=		1	unary-expression	1
142	==		1	unary-expression	1
142	>		1	unary-expression	1
142	>=		1	unary-expression	1
142	>>		1	unary-expression	1
142	>>=		1	unary-expression	1
142	?		1	unary-expression	1
142	[		1	unary-expression	1
142	]		1	unary-expression	1
142	^		1	unary-expression	1
142	^=		1	unary-expression	1
142	_KULV_END_		1	unary-expression	1
142	auto		1	unary-expression	1
142	break		1	unary-expression	1
142	case		1	unary-expression	1
142	char		1	unary-expression	1
142	character-constant		1	unary-expression	1
142	const		1	unary-expression	1
142	continue		1	unary-expression	1
142	default		1	unary-expression	1
142	do		1	unary-expression	1
142	double		1	unary-expression	1
142	else		1	unary-expression	1
142	enumeration-constant		1	unary-expression	1
142	extern		1	unary-expression	1
142	float		1	unary-expression	1
142	floating-constant		1	unary-expression	1
142	for		1	unary-expression	1
142	goto		1	unary-expression	1
142	identifier		1	unary-expression	1
142	if		1	unary-expression	1
142	int		1	unary-expression	1
142	integer-constant		1	unary-expression	1
142	long		1	unary-expression	1
142	register		1	unary-expression	1
142	return		1	unary-expression	1
142	short		1	unary-expression	1
142	signed		1	unary-expression	1
142	sizeof		1	unary-expression	1
142	static		1	unary-expression	1
142	string-constant		1	unary-expression	1
142	switch		1	unary-expression	1
142	typedef		1	unary-expression	1
142	unsigned		1	unary-expression	1
142	void		1	unary-expression	1
142	volatile		1	unary-expression	1
142	while		1	unary-expression	1
142	{		1	unary-expression	1
142	|		1	unary-expression	1
142	|=		1	unary-expression	1
142	||		1	unary-expression	1
142	}		1	unary-expression	1
142	~		1	unary-expression	1
206	(		0	266
206	)		1	abstract-declarator	1
206	,		1	abstract-declarator	1
206	[		0	267
270	)		1	parameter-type-list	1
270	,		1	parameter-type-list	1
23	(		1	declaration-specifiers	0
23	)		1	declaration-specifiers	0
23	*		1	declaration-specifiers	0
23	,		1	declaration-specifiers	0
23	;		1	declaration-specifiers	0
23	[		1	declaration-specifiers	0
23	auto		0	3
23	char		0	4
23	const		0	5
23	double		0	10
23	extern		0	11
23	float		0	13
23	identifier		1	declaration-specifiers	0
23	int		0	16
23	long		0	17
23	register		0	19
23	short		0	20
23	signed		0	21
23	static		0	22
23	typedef		0	27
23	unsigned		0	28
23	void		0	29
23	volatile		0	30
87	!		1	inclusive-OR-expression	0
87	!=		1	inclusive-OR-expression	0
87	%		1	inclusive-OR-expression	0
87	%=		1	inclusive-OR-expression	0
87	&		1	inclusive-OR-expression	0
87	&&		1	inclusive-OR-expression	0
87	&=		1	inclusive-OR-expression	0
87	(		1	inclusive-OR-expression	0
87	)		1	inclusive-OR-expression	0
87	*		1	inclusive-OR-expression	0
87	*=		1	inclusive-OR-expression	0
87	+		1	inclusive-OR-expression	0
87	++		1	inclusive-OR-expression	0
87	+=		1	inclusive-OR-expression	0
87	,		1	inclusive-OR-expression	0
87	-		1	inclusive-OR-expression	0
87	--		1	inclusive-OR-expression	0
87	-=		1	inclusive-OR-expression	0
87	->		1	inclusive-OR-expression	0
87	/		1	inclusive-OR-expression	0
87	/=		1	inclusive-OR-expression	0
87	:		1	inclusive-OR-expression	0
87	;		1	inclusive-OR-expression	0
87	<		1	inclusive-OR-expression	0
87	<<		1	inclusive-OR-expression	0
87	<<=		1	inclusive-OR-expression	0
87	<=		1	inclusive-OR-expression	0
87	=		1	inclusive-OR-expression	0
87	==		1	inclusive-OR-expression	0
87	>		1	inclusive-OR-expression	0
87	>=		1	inclusive-OR-expression	0
87	>>		1	inclusive-OR-expression	0
87	>>=		1	inclusive-OR-expression	0
87	?		1	inclusive-OR-expression	0
87	[		1	inclusive-OR-expression	0
87	]		1	inclusive-OR-expression	0
87	^		0	156
87	^=		1	inclusive-OR-expression	0
87	_KULV_END_		1	inclusive-OR-expression	0
87	auto		1	inclusive-OR-expression	0
87	break		1	inclusive-OR-expression	0
87	case		1	inclusive-OR-expression	0
87	char		1	inclusive-OR-expression	0
87	character-constant		1	inclusive-OR-expression	0
87	const		1	inclusive-OR-expression	0
87	continue		1	inclusive-OR-expression	0
87	default		1	inclusive-OR-expression	0
87	do		1	inclusive-OR-expression	0
87	double		1	inclusive-OR-expression	0
87	else		1	inclusive-OR-expression	0
87	enumeration-constant		1	inclusive-OR-expression	0
87	extern		1	inclusive-OR-expression	0
87	float		1	inclusive-OR-expression	0
87	floating-constant		1	inclusive-OR-expression	0
87	for		1	inclusive-OR-expression	0
87	goto		1	inclusive-OR-expression	0
87	identifier		1	inclusive-OR-expression	0
87	if		1	inclusive-OR-expression	0
87	int		1	inclusive-OR-expression	0
87	integer-constant		1	inclusive-OR-expression	0
87	long		1	inclusive-OR-expression	0
87	register		1	inclusive-OR-expression	0
87	return		1	inclusive-OR-expression	0
87	short		1	inclusive-OR-expression	0
87	signed		1	inclusive-OR-expression	0
87	sizeof		1	inclusive-OR-expression	0
87	static		1	inclusive-OR-expression	0
87	string-constant		1	inclusive-OR-expression	0
87	switch		1	inclusive-OR-expression	0
87	typedef		1	inclusive-OR-expression	0
87	unsigned		1	inclusive-OR-expression	0
87	void		1	inclusive-OR-expression	0
87	volatile		1	inclusive-OR-expression	0
87	while		1	inclusive-OR-expression	0
87	{		1	inclusive-OR-expression	0
87	|		1	inclusive-OR-expression	0
87	|=		1	inclusive-OR-expression	0
87	||		1	inclusive-OR-expression	0
87	}		1	inclusive-OR-expression	0
87	~		1	inclusive-OR-expression	0
151	!		1	compound-statement	2
151	%=		1	compound-statement	2
151	&		1	compound-statement	2
151	&=		1	compound-statement	2
151	(		1	compound-statement	2
151	)		1	compound-statement	2
151	*		1	compound-statement	2
151	*=		1	compound-statement	2
151	+		1	compound-statement	2
151	++		1	compound-statement	2
151	+=		1	compound-statement	2
151	,		1	compound-statement	2
151	-		1	compound-statement	2
151	--		1	compound-statement	2
151	-=		1	compound-statement	2
151	/=		1	compound-statement	2
151	;		1	compound-statement	2
151	<<=		1	compound-statement	2
151	=		1	compound-statement	2
151	>>=		1	compound-statement	2
151	^=		1	compound-statement	2
151	_KULV_END_		1	compound-statement	2
151	auto		1	compound-statement	2
151	break		1	compound-statement	2
151	case		1	compound-statement	2
151	char		1	compound-statement	2
151	character-constant		1	compound-statement	2
151	const		1	compound-statement	2
151	continue		1	compound-statement	2
151	default		1	compound-statement	2
151	do		1	compound-statement	2
151	double		1	compound-statement	2
151	else		1	compound-statement	2
151	enumeration-constant		1	compound-statement	2
151	extern		1	compound-statement	2
151	float		1	compound-statement	2
151	floating-constant		1	compound-statement	2
151	for		1	compound-statement	2
151	goto		1	compound-statement	2
151	identifier		1	compound-statement	2
151	if		1	compound-statement	2
151	int		1	compound-statement	2
151	integer-constant		1	compound-statement	2
151	long		1	compound-statement	2
151	register		1	compound-statement	2
151	return		1	compound-statement	2
151	short		1	compound-statement	2
151	signed		1	compound-statement	2
151	sizeof		1	compound-statement	2
151	static		1	compound-statement	2
151	string-constant		1	compound-statement	2
151	switch		1	compound-statement	2
151	typedef		1	compound-statement	2
151	unsigned		1	compound-statement	2
151	void		1	compound-statement	2
151	volatile		1	compound-statement	2
151	while		1	compound-statement	2
151	{		1	compound-statement	2
151	|=		1	compound-statement	2
151	}		1	compound-statement	2
151	~		1	compound-statement	2
215	!		1	primary-expression	2
215	!=		1	primary-expression	2
215	%		1	primary-expression	2
215	%=		1	primary-expression	2
215	&		1	primary-expression	2
215	&&		1	primary-expression	2
215	&=		1	primary-expression	2
215	(		1	primary-expression	2
215	)		1	primary-expression	2
215	*		1	primary-expression	2
215	*=		1	primary-expression	2
215	+		1	primary-expression	2
215	++		1	primary-expression	2
215	+=		1	primary-expression	2
215	,		1	primary-expression	2
215	-		1	primary-expression	2
215	--		1	primary-expression	2
215	-=		1	primary-expression	2
215	->		1	primary-expression	2
215	/		1	primary-expression	2
215	/=		1	primary-expression	2
215	:		1	primary-expression	2
215	;		1	primary-expression	2
215	<		1	primary-expression	2
215	<<		1	primary-expression	2
215	<<=		1	primary-expression	2
215	<=		1	primary-expression	2
215	=		1	primary-expression	2
215	==		1	primary-expression	2
215	>		1	primary-expression	2
215	>=		1	primary-expression	2
215	>>		1	primary-expression	2
215	>>=		1	primary-expression	2
215	?		1	primary-expression	2
215	[		1	primary-expression	2
215	]		1	primary-expression	2
215	^		1	primary-expression	2
215	^=		1	primary-expression	2
215	_KULV_END_		1	primary-expression	2
215	auto		1	primary-expression	2
215	break		1	primary-expression	2
215	case		1	primary-expression	2
215	char		1	primary-expression	2
215	character-constant		1	primary-expression	2
215	const		1	primary-expression	2
215	continue		1	primary-expression	2
215	default		1	primary-expression	2
215	do		1	primary-expression	2
215	double		1	primary-expression	2
215	else		1	primary-expression	2
215	enumeration-constant		1	primary-expression	2
215	extern		1	primary-expression	2
215	float		1	primary-expression	2
215	floating-constant		1	primary-expression	2
215	for		1	primary-expression	2
215	goto		1	primary-expression	2
215	identifier		1	primary-expression	2
215	if		1	primary-expression	2
215	int		1	primary-expression	2
215	integer-constant		1	primary-expression	2
215	long		1	primary-expression	2
215	register		1	primary-expression	2
215	return		1	primary-expression	2
215	short		1	primary-expression	2
215	signed		1	primary-expression	2
215	sizeof		1	primary-expression	2
215	static		1	primary-expression	2
215	string-constant		1	primary-expression	2
215	switch		1	primary-expression	2
215	typedef		1	primary-expression	2
215	unsigned		1	primary-expression	2
215	void		1	primary-expression	2
215	volatile		1	primary-expression	2
215	while		1	primary-expression	2
215	{		1	primary-expression	2
215	|		1	primary-expression	2
215	|=		1	primary-expression	2
215	||		1	primary-expression	2
215	}		1	primary-expression	2
215	~		1	primary-expression	2
279	!		0	62
279	&		0	63
279	(		0	64
279	)		0	302
279	*		0	65
279	+		0	66
279	++		0	67
279	-		0	68
279	--		0	69
279	character-constant		0	77
279	enumeration-constant		0	85
279	floating-constant		0	90
279	identifier		0	129
279	integer-constant		0	96
279	sizeof		0	109
279	string-constant		0	112
279	~		0	118
32	(		1	pointer	2
32	)		1	pointer	2
32	*		1	pointer	2
32	,		1	pointer	2
32	[		1	pointer	2
32	const		1	pointer	2
32	identifier		1	pointer	2
32	volatile		1	pointer	2
96	!		1	constant	0
96	!=		1	constant	0
96	%		1	constant	0
96	%=		1	constant	0
96	&		1	constant	0
96	&&		1	constant	0
96	&=		1	constant	0
96	(		1	constant	0
96	)		1	constant	0
96	*		1	constant	0
96	*=		1	constant	0
96	+		1	constant	0
96	++		1	constant	0
96	+=		1	constant	0
96	,		1	constant	0
96	-		1	constant	0
96	--		1	constant	0
96	-=		1	constant	0
96	->		1	constant	0
96	/		1	constant	0
96	/=		1	constant	0
96	:		1	constant	0
96	;		1	constant	0
96	<		1	constant	0
96	<<		1	constant	0
96	<<=		1	constant	0
96	<=		1	constant	0
96	=		1	constant	0
96	==		1	constant	0
96	>		1	constant	0
96	>=		1	constant	0
96	>>		1	constant	0
96	>>=		1	constant	0
96	?		1	constant	0
96	[		1	constant	0
96	]		1	constant	0
96	^		1	constant	0
96	^=		1	constant	0
96	_KULV_END_		1	constant	0
96	auto		1	constant	0
96	break		1	constant	0
96	case		1	constant	0
96	char		1	constant	0
96	character-constant		1	constant	0
96	const		1	constant	0
96	continue		1	constant	0
96	default		1	constant	0
96	do		1	constant	0
96	double		1	constant	0
96	else		1	constant	0
96	enumeration-constant		1	constant	0
96	extern		1	constant	0
96	float		1	constant	0
96	floating-constant		1	constant	0
96	for		1	constant	0
96	goto		1	constant	0
96	identifier		1	constant	0
96	if		1	constant	0
96	int		1	constant	0
96	integer-constant		1	constant	0
96	long		1	constant	0
96	register		1	constant	0
96	return		1	constant	0
96	short		1	constant	0
96	signed		1	constant	0
96	sizeof		1	constant	0
96	static		1	constant	0
96	string-constant		1	constant	0
96	switch		1	constant	0
96	typedef		1	constant	0
96	unsigned		1	constant	0
96	void		1	constant	0
96	volatile		1	constant	0
96	while		1	constant	0
96	{		1	constant	0
96	|		1	constant	0
96	|=		1	constant	0
96	||		1	constant	0
96	}		1	constant	0
96	~		1	constant	0
160	;		0	235
224	!		1	additive-expression	2
224	!=		1	additive-expression	2
224	%		0	167
224	%=		1	additive-expression	2
224	&		1	additive-expression	2
224	&&		1	additive-expression	2
224	&=		1	additive-expression	2
224	(		1	additive-expression	2
224	)		1	additive-expression	2
224	*		0	168
224	*=		1	additive-expression	2
224	+		1	additive-expression	2
224	++		1	additive-expression	2
224	+=		1	additive-expression	2
224	,		1	additive-expression	2
224	-		1	additive-expression	2
224	--		1	additive-expression	2
224	-=		1	additive-expression	2
224	->		1	additive-expression	2
224	/		0	169
224	/=		1	additive-expression	2
224	:		1	additive-expression	2
224	;		1	additive-expression	2
224	<		1	additive-expression	2
224	<<		1	additive-expression	2
224	<<=		1	additive-expression	2
224	<=		1	additive-expression	2
224	=		1	additive-expression	2
224	==		1	additive-expression	2
224	>		1	additive-expression	2
224	>=		1	additive-expression	2
224	>>		1	additive-expression	2
224	>>=		1	additive-expression	2
224	?		1	additive-expression	2
224	[		1	additive-expression	2
224	]		1	additive-expression	2
224	^		1	additive-expression	2
224	^=		1	additive-expression	2
224	_KULV_END_		1	additive-expression	2
224	auto		1	additive-expression	2
224	break		1	additive-expression	2
224	case		1	additive-expression	2
224	char		1	additive-expression	2
224	character-constant		1	additive-expression	2
224	const		1	additive-expression	2
224	continue		1	additive-expression	2
224	default		1	additive-expression	2
224	do		1	additive-expression	2
224	double		1	additive-expression	2
224	else		1	additive-expression	2
224	enumeration-constant		1	additive-expression	2
224	extern		1	additive-expression	2
224	float		1	additive-expression	2
224	floating-constant		1	additive-expression	2
224	for		1	additive-expression	2
224	goto		1	additive-expression	2
224	identifier		1	additive-expression	2
224	if		1	additive-expression	2
224	int		1	additive-expression	2
224	integer-constant		1	additive-expression	2
224	long		1	additive-expression	2
224	register		1	additive-expression	2
224	return		1	additive-expression	2
224	short		1	additive-expression	2
224	signed		1	additive-expression	2
224	sizeof		1	additive-expression	2
224	static		1	additive-expression	2
224	string-constant		1	additive-expression	2
224	switch		1	additive-expression	2
224	typedef		1	additive-expression	2
224	unsigned		1	additive-expression	2
224	void		1	additive-expression	2
224	volatile		1	additive-expression	2
224	while		1	additive-expression	2
224	{		1	additive-expression	2
224	|		1	additive-expression	2
224	|=		1	additive-expression	2
224	||		1	additive-expression	2
224	}		1	additive-expression	2
224	~		1	additive-expression	2
288	(		1	direct-abstract-declarator	0
288	)		1	direct-abstract-declarator	0
288	,		1	direct-abstract-declarator	0
288	[		1	direct-abstract-declarator	0
9	!		1	declarator	0
9	%=		1	declarator	0
9	&		1	declarator	0
9	&=		1	declarator	0
9	(		0	44
9	)		1	declarator	0
9	*		1	declarator	0
9	*=		1	declarator	0
9	+		1	declarator	0
9	++		1	declarator	0
9	+=		1	declarator	0
9	,		1	declarator	0
9	-		1	declarator	0
9	--		1	declarator	0
9	-=		1	declarator	0
9	/=		1	declarator	0
9	;		1	declarator	0
9	<<=		1	declarator	0
9	=		1	declarator	0
9	>>=		1	declarator	0
9	[		0	45
9	^=		1	declarator	0
9	_KULV_END_		1	declarator	0
9	auto		1	declarator	0
9	break		1	declarator	0
9	case		1	declarator	0
9	char		1	declarator	0
9	character-constant		1	declarator	0
9	const		1	declarator	0
9	continue		1	declarator	0
9	default		1	declarator	0
9	do		1	declarator	0
9	double		1	declarator	0
9	else		1	declarator	0
9	enumeration-constant		1	declarator	0
9	extern		1	declarator	0
9	float		1	declarator	0
9	floating-constant		1	declarator	0
9	for		1	declarator	0
9	goto		1	declarator	0
9	identifier		1	declarator	0
9	if		1	declarator	0
9	int		1	declarator	0
9	integer-constant		1	declarator	0
9	long		1	declarator	0
9	register		1	declarator	0
9	return		1	declarator	0
9	short		1	declarator	0
9	signed		1	declarator	0
9	sizeof		1	declarator	0
9	static		1	declarator	0
9	string-constant		1	declarator	0
9	switch		1	declarator	0
9	typedef		1	declarator	0
9	unsigned		1	declarator	0
9	void		1	declarator	0
9	volatile		1	declarator	0
9	while		1	declarator	0
9	{		1	declarator	0
9	|=		1	declarator	0
9	}		1	declarator	0
9	~		1	declarator	0
73	)		1	expression	0
73	,		1	expression	0
73	:		1	expression	0
73	;		1	expression	0
73	]		1	expression	0
137	)		0	216
201	!		0	62
201	&		0	63
201	(		0	64
201	*		0	65
201	+		0	66
201	++		0	67
201	-		0	68
201	--		0	69
201	character-constant		0	77
201	enumeration-constant		0	85
201	floating-constant		0	90
201	identifier		0	129
201	integer-constant		0	96
201	sizeof		0	109
201	string-constant		0	112
201	~		0	118
265	]		0	290
329	!		1	iteration-statement	8
329	%=		1	iteration-statement	8
329	&		1	iteration-statement	8
329	&=		1	iteration-statement	8
329	(		1	iteration-statement	8
329	)		1	iteration-statement	8
329	*		1	iteration-statement	8
329	*=		1	iteration-statement	8
329	+		1	iteration-statement	8
329	++		1	iteration-statement	8
329	+=		1	iteration-statement	8
329	,		1	iteration-statement	8
329	-		1	iteration-statement	8
329	--		1	iteration-statement	8
329	-=		1	iteration-statement	8
329	/=		1	iteration-statement	8
329	;		1	iteration-statement	8
329	<<=		1	iteration-statement	8
329	=		1	iteration-statement	8
329	>>=		1	iteration-statement	8
329	^=		1	iteration-statement	8
329	_KULV_END_		1	iteration-statement	8
329	auto		1	iteration-statement	8
329	break		1	iteration-statement	8
329	case		1	iteration-statement	8
329	char		1	iteration-statement	8
329	character-constant		1	iteration-statement	8
329	const		1	iteration-statement	8
329	continue		1	iteration-statement	8
329	default		1	iteration-statement	8
329	do		1	iteration-statement	8
329	double		1	iteration-statement	8
329	else		1	iteration-statement	8
329	enumeration-constant		1	iteration-statement	8
329	extern		1	iteration-statement	8
329	float		1	iteration-statement	8
329	floating-constant		1	iteration-statement	8
329	for		1	iteration-statement	8
329	goto		1	iteration-statement	8
329	identifier		1	iteration-statement	8
329	if		1	iteration-statement	8
329	int		1	iteration-statement	8
329	integer-constant		1	iteration-statement	8
329	long		1	iteration-statement	8
329	register		1	iteration-statement	8
329	return		1	iteration-statement	8
329	short		1	iteration-statement	8
329	signed		1	iteration-statement	8
329	sizeof		1	iteration-statement	8
329	static		1	iteration-statement	8
329	string-constant		1	iteration-statement	8
329	switch		1	iteration-statement	8
329	typedef		1	iteration-statement	8
329	unsigned		1	iteration-statement	8
329	void		1	iteration-statement	8
329	volatile		1	iteration-statement	8
329	while		1	iteration-statement	8
329	{		1	iteration-statement	8
329	|=		1	iteration-statement	8
329	}		1	iteration-statement	8
329	~		1	iteration-statement	8
18	(		0	1
18	identifier		0	15
82	!		0	62
82	&		0	63
82	(		0	64
82	*		0	65
82	+		0	66
82	++		0	67
82	-		0	68
82	--		0	69
82	;		0	70
82	auto		0	3
82	break		0	74
82	case		0	75
82	char		0	4
82	character-constant		0	77
82	const		0	5
82	continue		0	81
82	default		0	83
82	do		0	84
82	double		0	10
82	enumeration-constant		0	85
82	extern		0	11
82	float		0	13
82	floating-constant		0	90
82	for		0	91
82	goto		0	92
82	identifier		0	93
82	if		0	94
82	int		0	16
82	integer-constant		0	96
82	long		0	17
82	register		0	19
82	return		0	106
82	short		0	20
82	signed		0	21
82	sizeof		0	109
82	static		0	22
82	string-constant		0	112
82	switch		0	113
82	typedef		0	27
82	unsigned		0	28
82	void		0	29
82	volatile		0	30
82	while		0	116
82	{		0	43
82	}		0	151
82	~		0	118
146	!		0	62
146	&		0	63
146	(		0	64
146	*		0	65
146	+		0	66
146	++		0	67
146	-		0	68
146	--		0	69
146	character-constant		0	77
146	enumeration-constant		0	85
146	floating-constant		0	90
146	identifier		0	129
146	integer-constant		0	96
146	sizeof		0	109
146	string-constant		0	112
146	~		0	118
210	!		1	direct-declarator	4
210	%=		1	direct-declarator	4
210	&		1	direct-declarator	4
210	&=		1	direct-declarator	4
210	(		1	direct-declarator	4
210	)		1	direct-declarator	4
210	*		1	direct-declarator	4
210	*=		1	direct-declarator	4
210	+		1	direct-declarator	4
210	++		1	direct-declarator	4
210	+=		1	direct-declarator	4
210	,		1	direct-declarator	4
210	-		1	direct-declarator	4
210	--		1	direct-declarator	4
210	-=		1	direct-declarator	4
210	/=		1	direct-declarator	4
210	;		1	direct-declarator	4
210	<<=		1	direct-declarator	4
210	=		1	direct-declarator	4
210	>>=		1	direct-declarator	4
210	[		1	direct-declarator	4
210	^=		1	direct-declarator	4
210	_KULV_END_		1	direct-declarator	4
210	auto		1	direct-declarator	4
210	break		1	direct-declarator	4
210	case		1	direct-declarator	4
210	char		1	direct-declarator	4
210	character-constant		1	direct-declarator	4
210	const		1	direct-declarator	4
210	continue		1	direct-declarator	4
210	default		1	direct-declarator	4
210	do		1	direct-declarator	4
210	double		1	direct-declarator	4
210	else		1	direct-declarator	4
210	enumeration-constant		1	direct-declarator	4
210	extern		1	direct-declarator	4
210	float		1	direct-declarator	4
210	floating-constant		1	direct-declarator	4
210	for		1	direct-declarator	4
210	goto		1	direct-declarator	4
210	identifier		1	direct-declarator	4
210	if		1	direct-declarator	4
210	int		1	direct-declarator	4
210	integer-constant		1	direct-declarator	4
210	long		1	direct-declarator	4
210	register		1	direct-declarator	4
210	return		1	direct-declarator	4
210	short		1	direct-declarator	4
210	signed		1	direct-declarator	4
210	sizeof		1	direct-declarator	4
210	static		1	direct-declarator	4
210	string-constant		1	direct-declarator	4
210	switch		1	direct-declarator	4
210	typedef		1	direct-declarator	4
210	unsigned		1	direct-declarator	4
210	void		1	direct-declarator	4
210	volatile		1	direct-declarator	4
210	while		1	direct-declarator	4
210	{		1	direct-declarator	4
210	|=		1	direct-declarator	4
210	}		1	direct-declarator	4
210	~		1	direct-declarator	4
274	!		1	cast-expression	1
274	!=		1	cast-expression	1
274	%		1	cast-expression	1
274	%=		1	cast-expression	1
274	&		1	cast-expression	1
274	&&		1	cast-expression	1
274	&=		1	cast-expression	1
274	(		1	cast-expression	1
274	)		1	cast-expression	1
274	*		1	cast-expression	1
274	*=		1	cast-expression	1
274	+		1	cast-expression	1
274	++		1	cast-expression	1
274	+=		1	cast-expression	1
274	,		1	cast-expression	1
274	-		1	cast-expression	1
274	--		1	cast-expression	1
274	-=		1	cast-expression	1
274	->		1	cast-expression	1
274	/		1	cast-expression	1
274	/=		1	cast-expression	1
274	:		1	cast-expression	1
274	;		1	cast-expression	1
274	<		1	cast-expression	1
274	<<		1	cast-expression	1
274	<<=		1	cast-expression	1
274	<=		1	cast-expression	1
274	=		1	cast-expression	1
274	==		1	cast-expression	1
274	>		1	cast-expression	1
274	>=		1	cast-expression	1
274	>>		1	cast-expression	1
274	>>=		1	cast-expression	1
274	?		1	cast-expression	1
274	[		1	cast-expression	1
274	]		1	cast-expression	1
274	^		1	cast-expression	1
274	^=		1	cast-expression	1
274	_KULV_END_		1	cast-expression	1
274	auto		1	cast-expression	1
274	break		1	cast-expression	1
274	case		1	cast-expression	1
274	char		1	cast-expression	1
274	character-constant		1	cast-expression	1
